timestamp,value
10:00 AM,1109834
11:00 AM,993181
12:00 PM,1751071
1:00 PM,1495779
2:00 PM,1865283
3:00 PM,778830
4:00 PM,700645
5:00 PM,1230368
6:00 PM,1047075
7:00 PM,1273700
8:00 PM,2400242
9:00 PM,1008634
10:00 PM,1475031
11:00 PM,1364419
12:00 AM,1837798
1:00 AM,1212068
2:00 AM,523322
3:00 AM,685135
4:00 AM,247291
5:00 AM,714749
6:00 AM,0
7:00 AM,498962
8:00 AM,497907
9:00 AM,14664
